SiteName,WindDirection,WindPower,Gust,Visibility,Temperature,Moisture,AtmosphericPressure,Weather,Rainfall1day,Unit,DataCreationDate
東沙島,東北東,4,6,10,22.0(+2.2),75,1019.5,多雲,0.0,中央氣象局,107/4/8 8:00:00
馬祖,北,2,,15,14.5(-0.4),71,1024.6,晴,0.0,中央氣象局,107/4/8 8:00:00
金門,北北東,2,,18,16.5(+1.7),52,1024.0,晴,0.0,中央氣象局,107/4/8 8:00:00
東吉島,北,4,6,18,21.0(+1.7),59,1021.1,多雲,0.0,中央氣象局,107/4/8 8:00:00
澎湖,北,3,,25,20.9(+2.1),54,1021.1,晴,0.0,中央氣象局,107/4/8 8:00:00
蘭嶼,東北,4,7,20,17.3(+0.3),61,1022.1,陰,0.0,中央氣象局,107/4/8 8:00:00
大武,北,2,,10,20.0(+1.2),53,1022.1,陰,0.0,中央氣象局,107/4/8 8:00:00
臺東,北北西,1,,15,18.2(+0.9),62,1022.9,陰,0.0,中央氣象局,107/4/8 8:00:00
成功,北,3,,,19.4(+1.9),61,1022.7,,0.0,中央氣象局,107/4/8 8:00:00
花蓮,西,2,,15,16.6(+0.7),69,1023.7,陰,0.0,中央氣象局,107/4/8 8:00:00
恆春,東北,4,8,18,20.8(+1.2),57,1020.1,多雲,0.0,中央氣象局,107/4/8 8:00:00
高雄,北北西,1,,8,21.4(+2.1),61,1020.3,多雲有霾,0.0,中央氣象局,107/4/8 8:00:00
臺南,北北西,1,,9,17.6(-1.0),54,1021.2,陰有霾,0.0,中央氣象局,107/4/8 8:00:00
嘉義,東南東,1,,15,18.9(+1.5),63,1020.5,晴,0.0,中央氣象局,107/4/8 8:00:00
阿里山,靜風,,,25,6.2(-2.0),72,,晴,0.5,中央氣象局,107/4/8 8:00:00
玉山,西,3,6,30,2.4(+1.1),28,,多雲,0.0,中央氣象局,107/4/8 8:00:00
日月潭,南,1,,25,13.8(+3.1),100,,晴,0.0,中央氣象局,107/4/8 8:00:00
梧棲,東,1,,15,18.2(+1.8),51,1020.5,晴,0.0,中央氣象局,107/4/8 8:00:00
臺中,南,1,,12,18.0(+0.3),66,1020.5,晴,0.0,中央氣象局,107/4/8 8:00:00
新竹,東,2,,12,18.2(+4.9),58,1020.1,晴,0.0,中央氣象局,107/4/8 8:00:00
新屋,東北東,3,,16,18.5(+5.1),54,1020.3,晴,0.0,中央氣象局,107/4/8 8:00:00
板橋,東北東,2,,18,18.7(+4.9),61,1021.7,晴,0.0,中央氣象局,107/4/8 8:00:00
臺北,東北,3,,25,17.7(+3.9),55,1021.7,多雲,0.0,中央氣象局,107/4/8 8:00:00
陽明山,東北東,1,,20,12.8(+3.6),66,1023.3,晴,0.0,中央氣象局,107/4/8 8:00:00
鞍部,南,2,6,15,11.1(+3.5),78,,晴,0.0,中央氣象局,107/4/8 8:00:00
蘇澳,西南西,1,,15,15.2(+0.5),79,1023.7,陰,0.0,中央氣象局,107/4/8 8:00:00
宜蘭,西,1,,20,16.5(+2.0),64,1023.8,陰,0.0,中央氣象局,107/4/8 8:00:00
基隆,東南,1,,30,18.5(+3.8),66,1022.8,晴,0.0,中央氣象局,107/4/8 8:00:00
彭佳嶼,東南東,4,6,20,17.2(+1.6),55,1023.9,晴,0.0,中央氣象局,107/4/8 8:00:00
南沙島,東北東,4,,10,23.7(-5.1),104,1012.7,晴,2.0,中央氣象局,107/4/8 8:00:00
東沙島,東北東,4,6,10,22.0(+2.2),75,1019.5,多雲,0.0,中央氣象局,107/4/8 8:00:00
馬祖,北,2,,15,14.5(-0.4),71,1024.6,晴,0.0,中央氣象局,107/4/8 8:00:00
金門,北北東,2,,18,16.5(+1.7),52,1024.0,晴,0.0,中央氣象局,107/4/8 8:00:00
東吉島,北,4,6,18,21.0(+1.7),59,1021.1,多雲,0.0,中央氣象局,107/4/8 8:00:00
澎湖,北,3,,25,20.9(+2.1),54,1021.1,晴,0.0,中央氣象局,107/4/8 8:00:00
蘭嶼,東北,4,7,20,17.3(+0.3),61,1022.1,陰,0.0,中央氣象局,107/4/8 8:00:00
大武,北,2,,10,20.0(+1.2),53,1022.1,陰,0.0,中央氣象局,107/4/8 8:00:00
臺東,北北西,1,,15,18.2(+0.9),62,1022.9,陰,0.0,中央氣象局,107/4/8 8:00:00
成功,北,3,,,19.4(+1.9),61,1022.7,,0.0,中央氣象局,107/4/8 8:00:00
花蓮,西,2,,15,16.6(+0.7),69,1023.7,陰,0.0,中央氣象局,107/4/8 8:00:00
恆春,東北,4,8,18,20.8(+1.2),57,1020.1,多雲,0.0,中央氣象局,107/4/8 8:00:00
高雄,北北西,1,,8,21.4(+2.1),61,1020.3,多雲有霾,0.0,中央氣象局,107/4/8 8:00:00
臺南,北北西,1,,9,17.6(-1.0),54,1021.2,陰有霾,0.0,中央氣象局,107/4/8 8:00:00
嘉義,東南東,1,,15,18.9(+1.5),63,1020.5,晴,0.0,中央氣象局,107/4/8 8:00:00
阿里山,靜風,,,25,6.2(-2.0),72,,晴,0.5,中央氣象局,107/4/8 8:00:00
玉山,西,3,6,30,2.4(+1.1),28,,多雲,0.0,中央氣象局,107/4/8 8:00:00
日月潭,南,1,,25,13.8(+3.1),100,,晴,0.0,中央氣象局,107/4/8 8:00:00
梧棲,東,1,,15,18.2(+1.8),51,1020.5,晴,0.0,中央氣象局,107/4/8 8:00:00
臺中,南,1,,12,18.0(+0.3),66,1020.5,晴,0.0,中央氣象局,107/4/8 8:00:00
新竹,東,2,,12,18.2(+4.9),58,1020.1,晴,0.0,中央氣象局,107/4/8 8:00:00
新屋,東北東,3,,16,18.5(+5.1),54,1020.3,晴,0.0,中央氣象局,107/4/8 8:00:00
板橋,東北東,2,,18,18.7(+4.9),61,1021.7,晴,0.0,中央氣象局,107/4/8 8:00:00
臺北,東北,3,,25,17.7(+3.9),55,1021.7,多雲,0.0,中央氣象局,107/4/8 8:00:00
陽明山,東北東,1,,20,12.8(+3.6),66,1023.3,晴,0.0,中央氣象局,107/4/8 8:00:00
鞍部,南,2,6,15,11.1(+3.5),78,,晴,0.0,中央氣象局,107/4/8 8:00:00
蘇澳,西南西,1,,15,15.2(+0.5),79,1023.7,陰,0.0,中央氣象局,107/4/8 8:00:00
宜蘭,西,1,,20,16.5(+2.0),64,1023.8,陰,0.0,中央氣象局,107/4/8 8:00:00
基隆,東南,1,,30,18.5(+3.8),66,1022.8,晴,0.0,中央氣象局,107/4/8 8:00:00
彭佳嶼,東南東,4,6,20,17.2(+1.6),55,1023.9,晴,0.0,中央氣象局,107/4/8 8:00:00
南沙島,東北東,4,,10,27.7(-0.4),82,1012.0,晴,2.0,中央氣象局,107/4/8 7:00:00
東沙島,東北東,4,6,10,21.4(+1.4),73,1018.7,多雲,0.0,中央氣象局,107/4/8 7:00:00
馬祖,北,2,,,13.1(-0.7),73,1024.1,,0.0,中央氣象局,107/4/8 7:00:00
金門,北北東,2,,,14.2(+0.1),60,1023.5,,0.0,中央氣象局,107/4/8 7:00:00
東吉島,北,4,6,,20.3(+1.2),59,1020.6,,0.0,中央氣象局,107/4/8 7:00:00
澎湖,北北東,3,,,19.4(+0.7),56,1020.3,,0.0,中央氣象局,107/4/8 7:00:00
蘭嶼,北北東,3,7,,17.2(+0.5),64,1021.5,,0.0,中央氣象局,107/4/8 7:00:00
大武,北北東,2,,,19.0(+0.4),57,1021.9,,0.0,中央氣象局,107/4/8 7:00:00
臺東,北北西,2,,,16.9(-0.1),65,1022.6,,0.0,中央氣象局,107/4/8 7:00:00
成功,北,3,,,18.0(+0.8),62,1022.2,,0.0,中央氣象局,107/4/8 7:00:00
花蓮,西,2,,,16.5(+0.7),67,1023.4,,0.0,中央氣象局,107/4/8 7:00:00
恆春,東北,4,8,,19.4(+0.3),66,1020.0,,0.0,中央氣象局,107/4/8 7:00:00
高雄,靜風,,,,19.4(+0.6),64,1019.4,,0.0,中央氣象局,107/4/8 7:00:00
臺南,北,1,,,17.1(-1.5),51,1020.3,,0.0,中央氣象局,107/4/8 7:00:00
嘉義,北,1,,,15.7(-1.2),67,1020.1,,0.0,中央氣象局,107/4/8 7:00:00
阿里山,西北西,2,,,2.6(-5.7),63,,,0.0,中央氣象局,107/4/8 7:00:00
玉山,靜風,,,,-2.3(-3.4),25,,,0.0,中央氣象局,107/4/8 7:00:00
日月潭,東,1,,,11.6(+0.8),94,,,0.0,中央氣象局,107/4/8 7:00:00
梧棲,北,2,,,14.9(-1.8),56,1020.6,,0.0,中央氣象局,107/4/8 7:00:00
臺中,靜風,,,,16.2(-2.0),64,1019.9,,0.0,中央氣象局,107/4/8 7:00:00
新竹,東,2,,,16.1(+2.9),58,1020.0,,0.0,中央氣象局,107/4/8 7:00:00
新屋,東北,3,,,16.5(+3.2),57,1020.2,,0.0,中央氣象局,107/4/8 7:00:00
板橋,東北東,3,,,17.1(+3.3),62,1021.9,,0.0,中央氣象局,107/4/8 7:00:00
臺北,東北東,2,,,16.5(+2.8),54,1022.1,,0.0,中央氣象局,107/4/8 7:00:00
陽明山,東北,2,,,11.1(+2.4),72,1023.4,,0.0,中央氣象局,107/4/8 7:00:00
鞍部,南南東,3,6,,9.5(+2.1),82,,,0.0,中央氣象局,107/4/8 7:00:00
蘇澳,西南西,2,,,14.6(-1.0),80,1023.7,,0.0,中央氣象局,107/4/8 7:00:00
宜蘭,西南西,1,,,14.9(+0.2),72,1023.6,,0.0,中央氣象局,107/4/8 7:00:00
基隆,西南西,1,,,15.8(+0.2),76,1022.8,,0.0,中央氣象局,107/4/8 7:00:00
彭佳嶼,東南東,5,6,,16.0(+0.8),55,1023.9,,0.0,中央氣象局,107/4/8 7:00:00
南沙島,東北東,4,,10,27.7(-0.4),82,1012.0,晴,2.0,中央氣象局,107/4/8 7:00:00
東沙島,東北東,4,6,10,21.4(+1.4),73,1018.7,多雲,0.0,中央氣象局,107/4/8 7:00:00
馬祖,北,2,,,13.1(-0.7),73,1024.1,,0.0,中央氣象局,107/4/8 7:00:00
金門,北北東,2,,,14.2(+0.1),60,1023.5,,0.0,中央氣象局,107/4/8 7:00:00
東吉島,北,4,6,,20.3(+1.2),59,1020.6,,0.0,中央氣象局,107/4/8 7:00:00
澎湖,北北東,3,,,19.4(+0.7),56,1020.3,,0.0,中央氣象局,107/4/8 7:00:00
蘭嶼,北北東,3,7,,17.2(+0.5),64,1021.5,,0.0,中央氣象局,107/4/8 7:00:00
大武,北北東,2,,,19.0(+0.4),57,1021.9,,0.0,中央氣象局,107/4/8 7:00:00
臺東,北北西,2,,,16.9(-0.1),65,1022.6,,0.0,中央氣象局,107/4/8 7:00:00
成功,北,3,,,18.0(+0.8),62,1022.2,,0.0,中央氣象局,107/4/8 7:00:00
花蓮,西,2,,,16.5(+0.7),67,1023.4,,0.0,中央氣象局,107/4/8 7:00:00
恆春,東北,4,8,,19.4(+0.3),66,1020.0,,0.0,中央氣象局,107/4/8 7:00:00
高雄,靜風,,,,19.4(+0.6),64,1019.4,,0.0,中央氣象局,107/4/8 7:00:00
臺南,北,1,,,17.1(-1.5),51,1020.3,,0.0,中央氣象局,107/4/8 7:00:00
嘉義,北,1,,,15.7(-1.2),67,1020.1,,0.0,中央氣象局,107/4/8 7:00:00
阿里山,西北西,2,,,2.6(-5.7),63,,,0.0,中央氣象局,107/4/8 7:00:00
玉山,靜風,,,,-2.3(-3.4),25,,,0.0,中央氣象局,107/4/8 7:00:00
日月潭,東,1,,,11.6(+0.8),94,,,0.0,中央氣象局,107/4/8 7:00:00
梧棲,北,2,,,14.9(-1.8),56,1020.6,,0.0,中央氣象局,107/4/8 7:00:00
臺中,靜風,,,,16.2(-2.0),64,1019.9,,0.0,中央氣象局,107/4/8 7:00:00
新竹,東,2,,,16.1(+2.9),58,1020.0,,0.0,中央氣象局,107/4/8 7:00:00
新屋,東北,3,,,16.5(+3.2),57,1020.2,,0.0,中央氣象局,107/4/8 7:00:00
板橋,東北東,3,,,17.1(+3.3),62,1021.9,,0.0,中央氣象局,107/4/8 7:00:00
臺北,東北東,2,,,16.5(+2.8),54,1022.1,,0.0,中央氣象局,107/4/8 7:00:00
陽明山,東北,2,,,11.1(+2.4),72,1023.4,,0.0,中央氣象局,107/4/8 7:00:00
鞍部,南南東,3,6,,9.5(+2.1),82,,,0.0,中央氣象局,107/4/8 7:00:00
蘇澳,西南西,2,,,14.6(-1.0),80,1023.7,,0.0,中央氣象局,107/4/8 7:00:00
宜蘭,西南西,1,,,14.9(+0.2),72,1023.6,,0.0,中央氣象局,107/4/8 7:00:00
基隆,西南西,1,,,15.8(+0.2),76,1022.8,,0.0,中央氣象局,107/4/8 7:00:00
彭佳嶼,東南東,5,6,,16.0(+0.8),55,1023.9,,0.0,中央氣象局,107/4/8 7:00:00
南沙島,東北東,4,,10,27.7(-0.4),82,1012.0,晴,2.0,中央氣象局,107/4/8 7:00:00
東沙島,東北東,4,6,10,21.4(+1.4),73,1018.7,多雲,0.0,中央氣象局,107/4/8 7:00:00
馬祖,北,2,,,13.1(-0.7),73,1024.1,,0.0,中央氣象局,107/4/8 7:00:00
金門,北北東,2,,,14.2(+0.1),60,1023.5,,0.0,中央氣象局,107/4/8 7:00:00
東吉島,北,4,6,,20.3(+1.2),59,1020.6,,0.0,中央氣象局,107/4/8 7:00:00
澎湖,北北東,3,,,19.4(+0.7),56,1020.3,,0.0,中央氣象局,107/4/8 7:00:00
蘭嶼,北北東,3,7,,17.2(+0.5),64,1021.5,,0.0,中央氣象局,107/4/8 7:00:00
大武,北北東,2,,,19.0(+0.4),57,1021.9,,0.0,中央氣象局,107/4/8 7:00:00
臺東,北北西,2,,,16.9(-0.1),65,1022.6,,0.0,中央氣象局,107/4/8 7:00:00
成功,北,3,,,18.0(+0.8),62,1022.2,,0.0,中央氣象局,107/4/8 7:00:00
花蓮,西,2,,,16.5(+0.7),67,1023.4,,0.0,中央氣象局,107/4/8 7:00:00
恆春,東北,4,8,,19.4(+0.3),66,1020.0,,0.0,中央氣象局,107/4/8 7:00:00
高雄,靜風,,,,19.4(+0.6),64,1019.4,,0.0,中央氣象局,107/4/8 7:00:00
臺南,北,1,,,17.1(-1.5),51,1020.3,,0.0,中央氣象局,107/4/8 7:00:00
嘉義,北,1,,,15.7(-1.2),67,1020.1,,0.0,中央氣象局,107/4/8 7:00:00
阿里山,西北西,2,,,2.6(-5.7),63,,,0.0,中央氣象局,107/4/8 7:00:00
玉山,靜風,,,,-2.3(-3.4),25,,,0.0,中央氣象局,107/4/8 7:00:00
日月潭,東,1,,,11.6(+0.8),94,,,0.0,中央氣象局,107/4/8 7:00:00
梧棲,北,2,,,14.9(-1.8),56,1020.6,,0.0,中央氣象局,107/4/8 7:00:00
臺中,靜風,,,,16.2(-2.0),64,1019.9,,0.0,中央氣象局,107/4/8 7:00:00
新竹,東,2,,,16.1(+2.9),58,1020.0,,0.0,中央氣象局,107/4/8 7:00:00
新屋,東北,3,,,16.5(+3.2),57,1020.2,,0.0,中央氣象局,107/4/8 7:00:00
板橋,東北東,3,,,17.1(+3.3),62,1021.9,,0.0,中央氣象局,107/4/8 7:00:00
臺北,東北東,2,,,16.5(+2.8),54,1022.1,,0.0,中央氣象局,107/4/8 7:00:00
陽明山,東北,2,,,11.1(+2.4),72,1023.4,,0.0,中央氣象局,107/4/8 7:00:00
鞍部,南南東,3,6,,9.5(+2.1),82,,,0.0,中央氣象局,107/4/8 7:00:00
蘇澳,西南西,2,,,14.6(-1.0),80,1023.7,,0.0,中央氣象局,107/4/8 7:00:00
宜蘭,西南西,1,,,14.9(+0.2),72,1023.6,,0.0,中央氣象局,107/4/8 7:00:00
基隆,西南西,1,,,15.8(+0.2),76,1022.8,,0.0,中央氣象局,107/4/8 7:00:00
彭佳嶼,東南東,5,6,,16.0(+0.8),55,1023.9,,0.0,中央氣象局,107/4/8 7:00:00
南沙島,東北東,4,,10,27.7(-0.4),82,1012.0,晴,2.0,中央氣象局,107/4/8 7:00:00
東沙島,東北東,4,6,10,21.4(+1.4),73,1018.7,多雲,0.0,中央氣象局,107/4/8 7:00:00
馬祖,北,2,,,13.1(-0.7),73,1024.1,,0.0,中央氣象局,107/4/8 7:00:00
金門,北北東,2,,,14.2(+0.1),60,1023.5,,0.0,中央氣象局,107/4/8 7:00:00
東吉島,北,4,6,,20.3(+1.2),59,1020.6,,0.0,中央氣象局,107/4/8 7:00:00
澎湖,北北東,3,,,19.4(+0.7),56,1020.3,,0.0,中央氣象局,107/4/8 7:00:00
蘭嶼,北北東,3,7,,17.2(+0.5),64,1021.5,,0.0,中央氣象局,107/4/8 7:00:00
大武,北北東,2,,,19.0(+0.4),57,1021.9,,0.0,中央氣象局,107/4/8 7:00:00
臺東,北北西,2,,,16.9(-0.1),65,1022.6,,0.0,中央氣象局,107/4/8 7:00:00
成功,北,3,,,18.0(+0.8),62,1022.2,,0.0,中央氣象局,107/4/8 7:00:00
花蓮,西,2,,,16.5(+0.7),67,1023.4,,0.0,中央氣象局,107/4/8 7:00:00
恆春,東北,4,8,,19.4(+0.3),66,1020.0,,0.0,中央氣象局,107/4/8 7:00:00
高雄,靜風,,,,19.4(+0.6),64,1019.4,,0.0,中央氣象局,107/4/8 7:00:00
臺南,北,1,,,17.1(-1.5),51,1020.3,,0.0,中央氣象局,107/4/8 7:00:00
嘉義,北,1,,,15.7(-1.2),67,1020.1,,0.0,中央氣象局,107/4/8 7:00:00
阿里山,西北西,2,,,2.6(-5.7),63,,,0.0,中央氣象局,107/4/8 7:00:00
玉山,靜風,,,,-2.3(-3.4),25,,,0.0,中央氣象局,107/4/8 7:00:00
日月潭,東,1,,,11.6(+0.8),94,,,0.0,中央氣象局,107/4/8 7:00:00
梧棲,北,2,,,14.9(-1.8),56,1020.6,,0.0,中央氣象局,107/4/8 7:00:00
臺中,靜風,,,,16.2(-2.0),64,1019.9,,0.0,中央氣象局,107/4/8 7:00:00
新竹,東,2,,,16.1(+2.9),58,1020.0,,0.0,中央氣象局,107/4/8 7:00:00
新屋,東北,3,,,16.5(+3.2),57,1020.2,,0.0,中央氣象局,107/4/8 7:00:00
板橋,東北東,3,,,17.1(+3.3),62,1021.9,,0.0,中央氣象局,107/4/8 7:00:00
臺北,東北東,2,,,16.5(+2.8),54,1022.1,,0.0,中央氣象局,107/4/8 7:00:00
陽明山,東北,2,,,11.1(+2.4),72,1023.4,,0.0,中央氣象局,107/4/8 7:00:00
鞍部,南南東,3,6,,9.5(+2.1),82,,,0.0,中央氣象局,107/4/8 7:00:00
蘇澳,西南西,2,,,14.6(-1.0),80,1023.7,,0.0,中央氣象局,107/4/8 7:00:00
宜蘭,西南西,1,,,14.9(+0.2),72,1023.6,,0.0,中央氣象局,107/4/8 7:00:00
基隆,西南西,1,,,15.8(+0.2),76,1022.8,,0.0,中央氣象局,107/4/8 7:00:00
彭佳嶼,東南東,5,6,,16.0(+0.8),55,1023.9,,0.0,中央氣象局,107/4/8 7:00:00
南沙島,東北東,4,,10,27.7(-0.4),82,1012.0,晴,2.0,中央氣象局,107/4/8 7:00:00
東沙島,東北東,4,6,10,21.4(+1.4),73,1018.7,多雲,0.0,中央氣象局,107/4/8 7:00:00
馬祖,北,2,,,13.1(-0.7),73,1024.1,,0.0,中央氣象局,107/4/8 7:00:00
金門,北北東,2,,,14.2(+0.1),60,1023.5,,0.0,中央氣象局,107/4/8 7:00:00
東吉島,北,4,6,,20.3(+1.2),59,1020.6,,0.0,中央氣象局,107/4/8 7:00:00
澎湖,北北東,3,,,19.4(+0.7),56,1020.3,,0.0,中央氣象局,107/4/8 7:00:00
蘭嶼,北北東,3,7,,17.2(+0.5),64,1021.5,,0.0,中央氣象局,107/4/8 7:00:00
大武,北北東,2,,,19.0(+0.4),57,1021.9,,0.0,中央氣象局,107/4/8 7:00:00
臺東,北北西,2,,,16.9(-0.1),65,1022.6,,0.0,中央氣象局,107/4/8 7:00:00
成功,北,3,,,18.0(+0.8),62,1022.2,,0.0,中央氣象局,107/4/8 7:00:00
花蓮,西,2,,,16.5(+0.7),67,1023.4,,0.0,中央氣象局,107/4/8 7:00:00
恆春,東北,4,8,,19.4(+0.3),66,1020.0,,0.0,中央氣象局,107/4/8 7:00:00
高雄,靜風,,,,19.4(+0.6),64,1019.4,,0.0,中央氣象局,107/4/8 7:00:00
臺南,北,1,,,17.1(-1.5),51,1020.3,,0.0,中央氣象局,107/4/8 7:00:00
嘉義,北,1,,,15.7(-1.2),67,1020.1,,0.0,中央氣象局,107/4/8 7:00:00
阿里山,西北西,2,,,2.6(-5.7),63,,,0.0,中央氣象局,107/4/8 7:00:00
玉山,靜風,,,,-2.3(-3.4),25,,,0.0,中央氣象局,107/4/8 7:00:00
日月潭,東,1,,,11.6(+0.8),94,,,0.0,中央氣象局,107/4/8 7:00:00
梧棲,北,2,,,14.9(-1.8),56,1020.6,,0.0,中央氣象局,107/4/8 7:00:00
臺中,靜風,,,,16.2(-2.0),64,1019.9,,0.0,中央氣象局,107/4/8 7:00:00
新竹,東,2,,,16.1(+2.9),58,1020.0,,0.0,中央氣象局,107/4/8 7:00:00
新屋,東北,3,,,16.5(+3.2),57,1020.2,,0.0,中央氣象局,107/4/8 7:00:00
板橋,東北東,3,,,17.1(+3.3),62,1021.9,,0.0,中央氣象局,107/4/8 7:00:00
臺北,東北東,2,,,16.5(+2.8),54,1022.1,,0.0,中央氣象局,107/4/8 7:00:00
陽明山,東北,2,,,11.1(+2.4),72,1023.4,,0.0,中央氣象局,107/4/8 7:00:00
鞍部,南南東,3,6,,9.5(+2.1),82,,,0.0,中央氣象局,107/4/8 7:00:00
蘇澳,西南西,2,,,14.6(-1.0),80,1023.7,,0.0,中央氣象局,107/4/8 7:00:00
宜蘭,西南西,1,,,14.9(+0.2),72,1023.6,,0.0,中央氣象局,107/4/8 7:00:00
基隆,西南西,1,,,15.8(+0.2),76,1022.8,,0.0,中央氣象局,107/4/8 7:00:00
彭佳嶼,東南東,5,6,,16.0(+0.8),55,1023.9,,0.0,中央氣象局,107/4/8 7:00:00
馬祖,北,2,,,13.1(-0.7),73,1024.1,,0.0,中央氣象局,107/4/8 7:00:00
金門,北北東,2,,,14.2(+0.1),60,1023.5,,0.0,中央氣象局,107/4/8 7:00:00
東吉島,北,4,6,,20.3(+1.2),59,1020.6,,0.0,中央氣象局,107/4/8 7:00:00
澎湖,北北東,3,,,19.4(+0.7),56,1020.3,,0.0,中央氣象局,107/4/8 7:00:00
蘭嶼,北北東,3,7,,17.2(+0.5),64,1021.5,,0.0,中央氣象局,107/4/8 7:00:00
大武,北北東,2,,,19.0(+0.4),57,1021.9,,0.0,中央氣象局,107/4/8 7:00:00
臺東,北北西,2,,,16.9(-0.1),65,1022.6,,0.0,中央氣象局,107/4/8 7:00:00
成功,北,3,,,18.0(+0.8),62,1022.2,,0.0,中央氣象局,107/4/8 7:00:00
花蓮,西,2,,,16.5(+0.7),67,1023.4,,0.0,中央氣象局,107/4/8 7:00:00
恆春,東北,4,8,,19.4(+0.3),66,1020.0,,0.0,中央氣象局,107/4/8 7:00:00
高雄,靜風,,,,19.4(+0.6),64,1019.4,,0.0,中央氣象局,107/4/8 7:00:00
臺南,北,1,,,17.1(-1.5),51,1020.3,,0.0,中央氣象局,107/4/8 7:00:00
嘉義,北,1,,,15.7(-1.2),67,1020.1,,0.0,中央氣象局,107/4/8 7:00:00
阿里山,西北西,2,,,2.6(-5.7),63,,,0.0,中央氣象局,107/4/8 7:00:00
玉山,靜風,,,,-2.3(-3.4),25,,,0.0,中央氣象局,107/4/8 7:00:00
日月潭,東,1,,,11.6(+0.8),94,,,0.0,中央氣象局,107/4/8 7:00:00
梧棲,北,2,,,14.9(-1.8),56,1020.6,,0.0,中央氣象局,107/4/8 7:00:00
臺中,靜風,,,,16.2(-2.0),64,1019.9,,0.0,中央氣象局,107/4/8 7:00:00
